job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y,id_var
retired,divorced,basic.4y,no,no,no,cellular,may,fri,nonexistent,no,70524
retired,divorced,basic.4y,no,yes,no,cellular,may,fri,nonexistent,no,53970
management,married,university.degree,no,yes,yes,cellular,may,fri,nonexistent,no,45060
blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,nonexistent,no,59799
technician,married,unknown,no,yes,yes,cellular,may,fri,failure,no,63668
technician,married,unknown,no,yes,yes,cellular,may,fri,success,no,65470
services,married,high.school,no,yes,no,telephone,may,fri,failure,no,51663
services,married,university.degree,no,no,yes,cellular,may,fri,nonexistent,no,44673
blue-collar,married,basic.4y,unknown,yes,no,cellular,may,fri,nonexistent,yes,73222
blue-collar,single,basic.6y,unknown,yes,no,cellular,may,fri,nonexistent,no,41091
blue-collar,married,high.school,no,yes,no,cellular,may,fri,nonexistent,no,65013
technician,single,basic.9y,no,yes,no,cellular,may,fri,nonexistent,no,56344
blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,nonexistent,yes,55672
blue-collar,single,basic.6y,unknown,no,no,cellular,may,fri,nonexistent,no,47019
management,married,basic.4y,unknown,yes,no,cellular,may,fri,failure,no,44751
technician,single,unknown,no,no,yes,cellular,may,fri,nonexistent,no,47246
blue-collar,single,high.school,no,no,no,telephone,may,fri,failure,no,61072
admin.,single,high.school,no,no,no,cellular,may,fri,failure,no,65062
services,married,university.degree,no,no,no,telephone,may,fri,nonexistent,no,40138
admin.,married,high.school,no,yes,no,cellular,may,fri,nonexistent,no,71605
entrepreneur,divorced,unknown,no,no,no,cellular,may,fri,nonexistent,yes,65440
admin.,single,high.school,no,yes,no,cellular,may,fri,failure,yes,46675
services,married,high.school,no,yes,no,cellular,may,fri,nonexistent,no,44901
technician,married,basic.9y,no,yes,no,cellular,may,fri,nonexistent,no,35809
services,married,high.school,no,yes,no,cellular,may,fri,nonexistent,no,64508
admin.,married,high.school,no,yes,no,cellular,may,fri,nonexistent,no,57080
blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,nonexistent,no,40936
services,married,high.school,no,unknown,unknown,cellular,may,fri,failure,no,56090
technician,married,professional.course,no,no,no,cellular,may,fri,nonexistent,no,57142
management,married,university.degree,no,yes,no,cellular,may,fri,nonexistent,no,63660
management,divorced,university.degree,no,unknown,unknown,cellular,may,fri,nonexistent,no,46410
admin.,married,high.school,no,yes,no,cellular,may,fri,failure,no,50643
services,single,high.school,no,no,no,cellular,may,fri,failure,yes,37061
services,divorced,high.school,no,yes,no,cellular,may,fri,nonexistent,no,52832
services,divorced,high.school,no,no,no,cellular,may,fri,nonexistent,no,62100
services,single,basic.9y,no,yes,no,cellular,may,fri,failure,no,35245
blue-collar,married,professional.course,no,yes,no,cellular,may,fri,failure,yes,55931
admin.,married,high.school,no,no,no,cellular,may,fri,nonexistent,no,35974
services,married,high.school,no,no,yes,cellular,may,fri,nonexistent,no,72837
blue-collar,married,basic.4y,unknown,no,no,cellular,may,fri,failure,no,46612
services,single,high.school,no,no,no,cellular,may,fri,failure,no,68442
services,divorced,high.school,no,no,no,cellular,may,fri,failure,no,64925
unemployed,married,university.degree,no,yes,no,telephone,may,fri,nonexistent,no,71002
management,married,university.degree,no,no,no,cellular,may,fri,nonexistent,no,48271
blue-collar,married,basic.4y,no,no,no,cellular,may,fri,nonexistent,no,61248
technician,single,university.degree,no,yes,yes,cellular,may,fri,failure,yes,48344
entrepreneur,married,basic.9y,no,yes,no,cellular,may,fri,nonexistent,no,57990
admin.,single,university.degree,no,yes,no,cellular,may,fri,failure,no,60845
unemployed,single,high.school,no,no,no,cellular,may,fri,nonexistent,no,45760
technician,single,professional.course,no,unknown,unknown,cellular,may,fri,nonexistent,no,60034
management,married,university.degree,no,no,no,cellular,may,fri,nonexistent,no,46318
admin.,single,high.school,no,no,no,cellular,may,fri,nonexistent,no,35994
entrepreneur,divorced,basic.9y,no,no,no,cellular,may,fri,nonexistent,no,57061
admin.,single,university.degree,no,yes,yes,cellular,may,fri,failure,no,74927
blue-collar,married,basic.4y,no,yes,yes,cellular,may,fri,failure,no,69047
management,married,university.degree,no,yes,no,cellular,may,fri,nonexistent,yes,67642
entrepreneur,single,university.degree,no,yes,no,cellular,may,fri,nonexistent,no,50883
services,married,basic.6y,unknown,yes,no,cellular,may,fri,nonexistent,no,36984
services,married,basic.9y,unknown,no,no,cellular,may,fri,nonexistent,no,68619
blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,nonexistent,no,51172
services,married,high.school,no,yes,no,cellular,may,fri,failure,no,45184
technician,single,university.degree,no,yes,yes,cellular,may,fri,nonexistent,yes,40514
retired,married,basic.6y,unknown,no,yes,cellular,may,fri,failure,no,60569
blue-collar,married,basic.6y,no,no,no,cellular,may,fri,failure,no,72162
services,divorced,high.school,no,yes,yes,cellular,may,fri,nonexistent,yes,44131
blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,nonexistent,no,51162
services,single,unknown,no,yes,no,cellular,may,fri,nonexistent,no,74936
services,single,high.school,no,no,no,cellular,may,fri,nonexistent,no,42359
admin.,married,high.school,unknown,yes,no,cellular,may,fri,failure,no,60280
blue-collar,divorced,high.school,unknown,no,yes,cellular,may,fri,failure,no,51235
technician,divorced,professional.course,no,unknown,unknown,cellular,may,fri,failure,no,75295
admin.,married,university.degree,no,no,no,cellular,may,fri,nonexistent,no,71159
admin.,married,university.degree,no,yes,no,cellular,may,fri,failure,no,42623
services,married,basic.9y,no,yes,no,cellular,may,fri,failure,no,70489
self-employed,divorced,university.degree,no,yes,no,cellular,may,fri,nonexistent,no,52741
admin.,married,high.school,unknown,no,no,cellular,may,fri,nonexistent,yes,69546
technician,divorced,professional.course,no,yes,no,cellular,may,fri,nonexistent,no,51989
admin.,single,professional.course,no,no,no,cellular,may,fri,nonexistent,no,41510
technician,divorced,professional.course,no,yes,no,cellular,may,fri,failure,no,65235
services,married,high.school,no,yes,no,cellular,may,fri,nonexistent,no,62439
blue-collar,married,unknown,unknown,yes,no,cellular,may,fri,nonexistent,no,45445
management,divorced,university.degree,no,no,no,cellular,may,fri,nonexistent,no,42297
admin.,single,professional.course,no,no,yes,cellular,may,fri,nonexistent,no,65252
blue-collar,single,basic.9y,no,no,no,cellular,may,fri,nonexistent,no,40336
admin.,single,high.school,no,no,no,cellular,may,fri,nonexistent,no,60405
technician,married,high.school,no,yes,yes,cellular,may,fri,nonexistent,yes,36628
self-employed,married,high.school,no,no,no,cellular,may,fri,nonexistent,yes,48146
technician,divorced,high.school,no,yes,no,telephone,may,fri,nonexistent,no,62860
blue-collar,married,basic.6y,no,yes,no,cellular,may,fri,nonexistent,no,60945
management,married,university.degree,no,yes,no,cellular,may,fri,nonexistent,yes,41545
services,divorced,university.degree,no,no,no,cellular,may,fri,failure,no,36856
blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,nonexistent,no,43632
blue-collar,single,basic.6y,no,yes,no,cellular,may,fri,nonexistent,no,64871
technician,single,professional.course,no,no,no,cellular,may,fri,failure,no,62565
services,divorced,high.school,no,yes,no,cellular,may,fri,nonexistent,no,58431
services,married,high.school,no,no,no,cellular,may,fri,nonexistent,no,36951
blue-collar,married,basic.6y,no,yes,no,cellular,may,fri,failure,yes,45480
management,married,university.degree,no,no,no,cellular,may,fri,failure,no,46046
services,married,basic.6y,no,yes,no,cellular,may,fri,nonexistent,no,64581
management,married,university.degree,no,no,no,cellular,may,fri,nonexistent,no,40690
blue-collar,single,basic.4y,no,yes,no,cellular,may,fri,nonexistent,no,55920
unemployed,married,basic.9y,no,yes,no,cellular,may,fri,success,no,57125
services,married,basic.6y,unknown,yes,no,cellular,may,fri,failure,yes,65522
blue-collar,married,basic.9y,no,no,no,cellular,may,fri,nonexistent,no,48493
blue-collar,married,basic.9y,no,yes,yes,cellular,may,fri,nonexistent,no,45641
blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,nonexistent,no,60610
admin.,married,high.school,no,yes,no,cellular,may,fri,failure,no,68833
blue-collar,married,basic.4y,no,no,yes,cellular,may,fri,nonexistent,no,66286
blue-collar,married,basic.4y,no,no,no,cellular,may,fri,failure,no,35584
unemployed,married,university.degree,no,yes,no,cellular,may,fri,nonexistent,yes,61818
admin.,married,high.school,unknown,yes,no,cellular,may,fri,nonexistent,yes,60106
blue-collar,single,high.school,no,yes,yes,cellular,may,fri,failure,no,64748
admin.,married,basic.4y,unknown,no,yes,cellular,may,fri,nonexistent,no,68785
student,single,high.school,no,no,no,cellular,may,fri,nonexistent,no,53500
blue-collar,married,basic.9y,unknown,no,no,cellular,may,fri,nonexistent,yes,43561
admin.,single,university.degree,no,no,no,cellular,may,fri,nonexistent,no,34952
admin.,married,university.degree,no,yes,no,cellular,may,fri,nonexistent,no,68374
blue-collar,married,professional.course,no,yes,no,cellular,may,fri,failure,no,53415
services,married,high.school,no,yes,no,cellular,may,fri,nonexistent,no,42441
entrepreneur,married,high.school,no,yes,no,cellular,may,fri,failure,no,60146
admin.,divorced,high.school,unknown,yes,no,cellular,may,fri,failure,no,56039
blue-collar,single,basic.9y,unknown,yes,no,telephone,may,fri,nonexistent,no,58534
admin.,married,university.degree,no,yes,no,cellular,may,fri,nonexistent,no,57388
management,married,university.degree,no,yes,no,cellular,may,fri,nonexistent,no,67810
technician,divorced,unknown,unknown,no,no,cellular,may,fri,nonexistent,no,44161
services,single,university.degree,no,no,no,cellular,may,fri,nonexistent,no,66635
services,married,basic.9y,no,no,no,cellular,may,fri,failure,no,44385
blue-collar,single,basic.9y,no,no,no,cellular,may,fri,failure,no,38012
admin.,married,basic.6y,no,no,no,cellular,may,fri,nonexistent,no,47623
technician,single,professional.course,no,yes,no,cellular,may,fri,nonexistent,no,61639
retired,married,high.school,no,yes,no,cellular,may,fri,nonexistent,no,43452
management,married,university.degree,no,no,no,cellular,may,fri,nonexistent,no,52416
admin.,married,basic.9y,unknown,yes,no,cellular,may,fri,failure,no,35615
admin.,single,high.school,no,no,no,cellular,may,fri,nonexistent,no,62488
blue-collar,single,high.school,no,yes,no,cellular,may,fri,nonexistent,yes,40712
blue-collar,married,basic.4y,no,no,no,cellular,may,fri,nonexistent,no,53066
blue-collar,married,basic.6y,unknown,no,no,cellular,may,fri,nonexistent,no,50060
blue-collar,married,professional.course,no,yes,no,cellular,may,fri,failure,no,54991
services,married,high.school,unknown,yes,no,cellular,may,fri,nonexistent,yes,47553
admin.,single,high.school,no,no,no,cellular,may,fri,nonexistent,no,74646
admin.,divorced,high.school,no,yes,yes,cellular,may,fri,nonexistent,no,46952
blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,success,no,72816
blue-collar,single,basic.4y,no,no,yes,cellular,may,fri,nonexistent,no,49597
technician,single,university.degree,no,no,yes,cellular,may,fri,failure,no,43683
blue-collar,married,basic.6y,no,no,no,cellular,may,fri,nonexistent,yes,42296
blue-collar,single,basic.4y,no,yes,no,cellular,may,fri,failure,no,57321
blue-collar,single,basic.9y,unknown,yes,no,cellular,may,fri,nonexistent,no,46121
technician,married,unknown,unknown,no,no,cellular,may,fri,failure,no,64833
management,married,university.degree,no,yes,no,cellular,may,fri,success,no,46370
technician,married,unknown,no,no,no,cellular,may,fri,nonexistent,no,52026
blue-collar,married,professional.course,no,yes,no,cellular,may,fri,nonexistent,no,49332
entrepreneur,divorced,university.degree,no,unknown,unknown,cellular,may,fri,nonexistent,no,61330
blue-collar,married,basic.4y,unknown,yes,no,cellular,may,fri,nonexistent,no,43311
self-employed,married,basic.9y,no,yes,no,cellular,may,fri,nonexistent,yes,60111
technician,single,university.degree,no,yes,no,cellular,may,fri,nonexistent,no,37343
services,married,basic.6y,no,yes,no,cellular,may,fri,nonexistent,no,62503
services,single,high.school,no,yes,no,cellular,may,fri,nonexistent,no,42798
blue-collar,married,high.school,no,yes,no,cellular,may,fri,nonexistent,no,48221
blue-collar,married,unknown,no,no,no,cellular,may,fri,nonexistent,no,40437
unemployed,single,high.school,no,no,no,cellular,may,fri,nonexistent,no,47675
admin.,married,high.school,unknown,no,no,cellular,may,fri,nonexistent,no,45169
admin.,single,basic.6y,no,yes,no,cellular,may,fri,failure,no,64550
management,single,university.degree,no,no,no,cellular,may,fri,nonexistent,no,62163
blue-collar,single,basic.9y,no,no,no,cellular,may,fri,nonexistent,no,63609
blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,failure,no,42253
blue-collar,married,professional.course,no,no,no,cellular,may,fri,failure,yes,52034
blue-collar,married,basic.6y,no,no,no,cellular,may,fri,failure,no,39200
blue-collar,married,high.school,no,yes,no,cellular,may,fri,nonexistent,no,50723
technician,single,professional.course,no,no,no,cellular,may,fri,nonexistent,no,37194
blue-collar,divorced,high.school,no,no,no,cellular,may,fri,failure,no,42385
services,married,high.school,no,yes,no,cellular,may,fri,nonexistent,no,36521
services,married,high.school,no,no,no,cellular,may,fri,nonexistent,no,56516
management,married,university.degree,no,no,no,cellular,may,fri,nonexistent,no,65592
technician,single,professional.course,no,yes,no,cellular,may,fri,nonexistent,no,69764
blue-collar,single,basic.9y,no,yes,yes,cellular,may,fri,failure,no,40583
admin.,single,basic.9y,no,no,no,cellular,may,fri,nonexistent,yes,59552
technician,single,professional.course,no,no,yes,cellular,may,fri,nonexistent,no,68339
technician,single,university.degree,unknown,yes,no,cellular,may,fri,nonexistent,no,42099
blue-collar,single,basic.6y,no,yes,yes,cellular,may,fri,nonexistent,no,52133
services,single,high.school,no,yes,no,cellular,may,fri,nonexistent,no,59939
blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,nonexistent,no,62311
entrepreneur,divorced,basic.9y,no,yes,no,cellular,may,fri,nonexistent,no,38130
admin.,married,high.school,no,yes,yes,cellular,may,fri,nonexistent,no,52787
blue-collar,married,basic.4y,no,yes,no,cellular,may,fri,nonexistent,no,61627
services,single,high.school,no,yes,yes,cellular,may,fri,nonexistent,no,36748
technician,single,professional.course,no,yes,no,cellular,may,fri,failure,no,57406
admin.,married,basic.6y,no,no,no,cellular,may,fri,failure,no,50595
entrepreneur,married,university.degree,no,yes,yes,cellular,may,fri,nonexistent,no,59031
retired,divorced,university.degree,no,yes,no,cellular,may,fri,nonexistent,no,58684
technician,single,high.school,no,yes,yes,cellular,may,fri,failure,no,37942
self-employed,divorced,basic.9y,no,yes,no,cellular,may,fri,failure,no,41597
blue-collar,single,professional.course,no,yes,yes,cellular,may,fri,nonexistent,no,74568
technician,married,professional.course,no,yes,yes,cellular,may,fri,nonexistent,no,41238
admin.,married,university.degree,no,no,no,cellular,may,fri,failure,no,60287
technician,single,professional.course,no,yes,no,cellular,may,fri,nonexistent,no,75389
admin.,single,high.school,no,unknown,unknown,cellular,may,fri,failure,no,67638
admin.,married,university.degree,no,yes,no,cellular,may,fri,nonexistent,no,48049
admin.,married,high.school,no,no,no,cellular,may,fri,nonexistent,no,57814
blue-collar,married,basic.9y,no,no,no,cellular,may,fri,nonexistent,no,41345
blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,nonexistent,no,41276
services,single,high.school,no,no,no,cellular,may,fri,nonexistent,no,51724
self-employed,married,basic.9y,no,yes,no,cellular,may,fri,nonexistent,no,59652
management,married,university.degree,no,yes,yes,telephone,may,fri,nonexistent,no,39252
admin.,single,high.school,no,no,no,cellular,may,fri,nonexistent,no,70010
retired,divorced,high.school,unknown,no,no,cellular,may,fri,failure,no,40325
blue-collar,married,professional.course,no,yes,yes,cellular,may,fri,nonexistent,no,49234
admin.,single,university.degree,no,yes,no,cellular,may,fri,nonexistent,no,64818
technician,single,professional.course,no,no,no,cellular,may,fri,failure,no,66649
management,married,university.degree,no,no,no,cellular,may,fri,nonexistent,no,53525
admin.,single,basic.6y,no,yes,no,telephone,may,fri,nonexistent,no,51404
admin.,single,high.school,no,no,yes,telephone,may,fri,nonexistent,no,64707
technician,single,professional.course,unknown,no,no,cellular,may,fri,nonexistent,no,50210
admin.,married,high.school,no,yes,no,cellular,may,fri,failure,no,69087
blue-collar,divorced,basic.9y,no,yes,no,telephone,may,fri,failure,no,62375
self-employed,married,high.school,no,no,no,cellular,may,fri,nonexistent,no,47790
technician,single,high.school,no,no,no,cellular,may,fri,nonexistent,no,38380
blue-collar,married,basic.9y,no,no,no,cellular,may,fri,failure,no,48871
blue-collar,single,illiterate,unknown,yes,no,cellular,may,fri,nonexistent,no,41633
admin.,single,university.degree,no,yes,no,cellular,may,fri,nonexistent,no,61967
technician,single,university.degree,no,yes,yes,cellular,may,fri,nonexistent,no,45702
admin.,single,basic.9y,no,yes,yes,cellular,may,fri,nonexistent,no,41851
entrepreneur,married,professional.course,no,no,no,cellular,may,fri,nonexistent,no,35976
admin.,single,university.degree,unknown,yes,no,cellular,may,fri,nonexistent,no,64058
admin.,single,university.degree,no,no,no,telephone,may,fri,nonexistent,no,49348
services,divorced,basic.4y,no,no,no,cellular,may,fri,nonexistent,no,62379
blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,nonexistent,no,62967
admin.,married,high.school,no,yes,yes,cellular,may,fri,nonexistent,yes,46053
technician,married,basic.9y,no,yes,no,cellular,may,fri,nonexistent,no,52557
admin.,single,university.degree,no,no,no,cellular,may,fri,nonexistent,no,45874
services,single,high.school,no,yes,yes,cellular,may,fri,nonexistent,no,45888
technician,single,high.school,no,yes,no,cellular,may,fri,failure,no,41418
admin.,married,high.school,no,no,no,cellular,may,fri,nonexistent,yes,46784
blue-collar,married,basic.6y,no,no,no,cellular,may,fri,failure,no,59326
blue-collar,married,basic.6y,no,no,no,cellular,may,fri,nonexistent,no,62154
blue-collar,married,basic.6y,no,yes,no,cellular,may,fri,nonexistent,no,35516
blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,nonexistent,no,51270
admin.,single,high.school,no,yes,no,cellular,may,fri,failure,no,43102
blue-collar,single,basic.9y,no,no,no,cellular,may,fri,failure,no,40085
admin.,single,university.degree,no,no,no,cellular,may,fri,failure,no,34568
admin.,single,university.degree,no,no,no,cellular,may,fri,nonexistent,no,47091
technician,single,professional.course,no,yes,no,cellular,may,fri,nonexistent,no,72351
entrepreneur,married,basic.9y,no,yes,yes,cellular,may,fri,nonexistent,no,42992
self-employed,married,professional.course,no,no,yes,telephone,may,fri,nonexistent,no,56619
management,married,university.degree,no,no,no,cellular,may,fri,failure,no,67469
blue-collar,married,high.school,no,yes,no,cellular,may,fri,failure,yes,62367
entrepreneur,married,professional.course,no,no,no,telephone,may,fri,failure,no,42639
services,single,high.school,no,no,no,cellular,may,fri,nonexistent,no,46262
blue-collar,divorced,basic.9y,no,yes,yes,cellular,may,fri,nonexistent,no,42763
technician,single,professional.course,no,no,no,cellular,may,fri,nonexistent,no,35734
technician,single,university.degree,no,no,no,cellular,may,fri,failure,no,54942
blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,nonexistent,no,71631
blue-collar,married,basic.9y,no,yes,yes,cellular,may,fri,nonexistent,no,55233
technician,single,professional.course,no,no,no,cellular,may,fri,failure,no,55119
blue-collar,married,basic.9y,no,no,no,cellular,may,fri,failure,no,56870
self-employed,divorced,university.degree,no,yes,no,telephone,may,fri,nonexistent,no,49453
admin.,single,high.school,no,no,yes,cellular,may,fri,failure,no,51929
blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,nonexistent,no,71216
self-employed,single,high.school,no,yes,yes,cellular,may,fri,nonexistent,no,62835
blue-collar,single,basic.6y,no,no,no,cellular,may,fri,failure,no,55015
blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,failure,yes,47558
admin.,single,high.school,no,no,no,cellular,may,fri,failure,no,57881
blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,nonexistent,no,70323
management,divorced,unknown,no,yes,no,cellular,may,fri,failure,no,49893
blue-collar,married,basic.6y,no,yes,no,cellular,may,fri,failure,no,57077
entrepreneur,married,university.degree,no,yes,no,cellular,may,fri,nonexistent,no,42716
blue-collar,divorced,basic.9y,unknown,yes,yes,cellular,may,fri,failure,no,54789
blue-collar,single,basic.4y,no,yes,no,cellular,may,fri,nonexistent,no,65256
services,single,basic.9y,no,yes,yes,cellular,may,fri,failure,no,39845
admin.,married,professional.course,no,yes,no,cellular,may,fri,nonexistent,no,43529
blue-collar,divorced,basic.4y,no,yes,no,cellular,may,fri,failure,no,49260
blue-collar,single,professional.course,no,yes,no,cellular,may,fri,failure,no,58483
admin.,married,high.school,no,no,no,cellular,may,fri,nonexistent,no,39982
blue-collar,single,basic.9y,no,no,no,telephone,may,fri,failure,no,46621
admin.,divorced,high.school,no,no,no,cellular,may,fri,failure,no,64457
blue-collar,single,basic.9y,no,no,no,cellular,may,fri,nonexistent,no,41410
blue-collar,single,basic.6y,unknown,yes,no,cellular,may,fri,failure,yes,75681
management,married,university.degree,no,no,no,cellular,may,fri,nonexistent,no,72216
services,married,high.school,no,yes,no,cellular,may,fri,failure,no,63346
technician,married,university.degree,no,yes,no,cellular,may,fri,nonexistent,no,67078
admin.,single,high.school,no,no,no,cellular,may,fri,nonexistent,no,68516
admin.,married,high.school,no,yes,no,cellular,may,fri,nonexistent,yes,70099
services,single,high.school,no,yes,yes,cellular,may,fri,failure,no,75684
blue-collar,single,high.school,no,no,no,cellular,may,fri,nonexistent,yes,73250
blue-collar,married,basic.4y,no,yes,no,cellular,may,fri,nonexistent,no,56213
blue-collar,married,high.school,no,no,no,cellular,may,fri,failure,no,72300
entrepreneur,married,high.school,no,yes,yes,cellular,may,fri,failure,no,55452
blue-collar,married,basic.4y,unknown,no,no,cellular,may,fri,nonexistent,no,65244
admin.,single,basic.9y,no,yes,yes,cellular,may,fri,nonexistent,no,67558
technician,single,university.degree,no,no,no,cellular,may,fri,failure,no,40742
blue-collar,married,basic.9y,no,no,no,cellular,may,fri,nonexistent,no,37159
entrepreneur,married,university.degree,no,no,no,cellular,may,fri,nonexistent,no,66914
blue-collar,divorced,basic.4y,unknown,no,no,cellular,may,fri,failure,no,38057
technician,single,unknown,no,yes,yes,cellular,may,fri,failure,no,57690
admin.,single,unknown,no,yes,yes,cellular,may,fri,failure,no,54135
entrepreneur,divorced,university.degree,no,no,no,telephone,may,fri,nonexistent,yes,52165
admin.,single,professional.course,no,yes,yes,telephone,may,fri,nonexistent,no,35541
blue-collar,single,high.school,no,no,no,cellular,may,fri,nonexistent,no,70282
blue-collar,single,basic.9y,no,no,no,cellular,may,fri,nonexistent,no,62083
technician,married,professional.course,no,no,no,cellular,may,fri,nonexistent,no,55068
services,divorced,professional.course,no,no,no,cellular,may,fri,nonexistent,no,60550
management,married,unknown,no,yes,no,cellular,may,fri,failure,no,72611
admin.,single,basic.9y,no,yes,no,telephone,may,fri,nonexistent,no,64597
services,single,basic.9y,no,no,yes,cellular,may,fri,failure,no,73538
admin.,single,university.degree,no,yes,no,cellular,may,fri,failure,no,52395
technician,single,university.degree,no,yes,no,cellular,may,fri,failure,yes,69355
admin.,single,high.school,no,no,yes,cellular,may,fri,nonexistent,yes,55696
admin.,single,high.school,no,yes,no,cellular,may,fri,nonexistent,no,58040
admin.,divorced,university.degree,no,yes,no,cellular,may,fri,failure,yes,40278
self-employed,married,professional.course,unknown,no,no,cellular,may,fri,nonexistent,no,36390
admin.,single,high.school,no,no,no,cellular,may,fri,nonexistent,no,71087
technician,married,professional.course,no,no,yes,cellular,may,fri,failure,no,55499
technician,divorced,professional.course,no,no,no,cellular,may,fri,nonexistent,yes,66860
blue-collar,single,high.school,unknown,no,yes,cellular,may,mon,nonexistent,no,58967
technician,married,professional.course,no,no,no,cellular,may,mon,nonexistent,no,57309
student,single,high.school,no,yes,no,cellular,may,mon,nonexistent,no,68563
housemaid,married,basic.9y,no,yes,no,cellular,may,mon,failure,no,57875
technician,single,professional.course,no,yes,no,cellular,may,mon,nonexistent,no,75410
technician,single,university.degree,no,no,no,cellular,may,mon,nonexistent,no,72588
admin.,single,high.school,no,no,no,cellular,may,mon,nonexistent,yes,48635
blue-collar,single,high.school,unknown,no,no,cellular,may,mon,nonexistent,no,51337
admin.,divorced,university.degree,no,no,no,cellular,may,mon,failure,no,36889
blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,nonexistent,no,41206
admin.,married,university.degree,unknown,no,no,cellular,may,mon,failure,no,45115
admin.,single,university.degree,no,no,no,cellular,may,mon,nonexistent,no,63450
blue-collar,single,high.school,unknown,yes,no,cellular,may,mon,nonexistent,no,62179
admin.,divorced,professional.course,no,yes,yes,cellular,may,mon,nonexistent,no,71580
admin.,divorced,university.degree,no,yes,no,cellular,may,mon,nonexistent,no,51103
blue-collar,divorced,professional.course,no,yes,no,cellular,may,mon,nonexistent,no,56490
technician,divorced,basic.6y,no,unknown,unknown,cellular,may,mon,nonexistent,no,58939
admin.,married,high.school,unknown,no,no,cellular,may,mon,nonexistent,yes,54057
blue-collar,divorced,professional.course,no,no,no,cellular,may,mon,failure,no,74264
services,married,high.school,no,yes,yes,cellular,may,mon,nonexistent,yes,51767
admin.,married,high.school,unknown,no,no,cellular,may,mon,nonexistent,no,72287
admin.,single,university.degree,no,no,no,cellular,may,mon,nonexistent,no,38174
technician,single,unknown,no,yes,no,cellular,may,mon,nonexistent,no,69995
admin.,single,high.school,no,yes,no,cellular,may,mon,nonexistent,no,37429
technician,single,high.school,unknown,yes,yes,cellular,may,mon,nonexistent,no,43450
management,divorced,university.degree,no,no,no,cellular,may,mon,nonexistent,no,39118
technician,single,professional.course,no,yes,no,cellular,may,mon,failure,no,40599
self-employed,married,high.school,no,no,no,cellular,may,mon,nonexistent,no,53654
blue-collar,married,basic.9y,unknown,yes,no,cellular,may,mon,nonexistent,no,64491
admin.,single,university.degree,no,yes,yes,telephone,may,mon,nonexistent,no,44034
admin.,married,university.degree,no,no,no,cellular,may,mon,nonexistent,no,49020
blue-collar,married,basic.9y,no,no,no,cellular,may,mon,nonexistent,no,71731
admin.,married,high.school,unknown,yes,no,cellular,may,mon,failure,no,65496
admin.,single,high.school,no,no,no,cellular,may,mon,failure,no,65080
admin.,single,high.school,no,yes,no,telephone,may,mon,success,no,54492
admin.,single,unknown,no,yes,no,cellular,may,mon,nonexistent,no,63781
services,married,high.school,no,yes,no,cellular,may,mon,nonexistent,no,64631
student,single,high.school,no,no,no,cellular,may,mon,failure,no,42317
services,married,high.school,no,yes,no,cellular,may,mon,nonexistent,no,62418
blue-collar,single,high.school,unknown,yes,no,cellular,may,mon,failure,no,40863
housemaid,married,university.degree,no,yes,no,cellular,may,mon,nonexistent,no,43915
services,single,university.degree,no,yes,no,cellular,may,mon,nonexistent,no,65766
retired,divorced,professional.course,no,yes,no,cellular,may,mon,nonexistent,no,74112
services,single,university.degree,no,yes,yes,cellular,may,mon,failure,no,72342
technician,single,professional.course,no,yes,no,cellular,may,mon,nonexistent,no,70306
housemaid,married,basic.9y,no,yes,no,cellular,may,mon,nonexistent,no,46248
admin.,divorced,basic.6y,no,no,no,cellular,may,mon,failure,no,75588
student,single,high.school,no,yes,no,telephone,may,mon,nonexistent,no,54637
technician,single,professional.course,no,yes,yes,cellular,may,mon,nonexistent,no,71919
admin.,divorced,high.school,no,no,no,cellular,may,mon,nonexistent,no,43878
admin.,single,university.degree,no,yes,no,cellular,may,mon,nonexistent,no,66191
blue-collar,married,basic.9y,unknown,yes,no,cellular,may,mon,nonexistent,no,39204
management,married,university.degree,no,yes,no,cellular,may,mon,nonexistent,no,55916
student,single,university.degree,no,yes,no,cellular,may,mon,nonexistent,no,43773
admin.,divorced,basic.9y,no,yes,no,telephone,may,mon,nonexistent,no,37823
admin.,married,high.school,unknown,yes,yes,cellular,may,mon,success,no,41796
admin.,divorced,high.school,no,yes,no,cellular,may,mon,nonexistent,no,56878
technician,single,university.degree,no,yes,no,cellular,may,mon,nonexistent,no,54044
technician,married,university.degree,no,no,no,cellular,may,mon,nonexistent,no,56154
